date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:41:44	2706/2706	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a92-5a4812b4175c0%22	http://frodo.gq/frontend/js/preloader.js	C:/download_web/Frodo/frodo.gq/frontend/js/preloader.js	(from http://frodo.gq/)
22:41:44	73261/73261	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d2fac36-11e2d%22	https://cdnjs.cloudflare.com/ajax/libs/lodash.js/4.17.15/lodash.min.js	C:/download_web/Frodo/cdnjs.cloudflare.com/ajax/libs/lodash.js/4.17.15/lodash.min.js	(from http://frodo.gq/)
22:41:44	753/753	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f1-5a487284983c0%22	http://frodo.gq/frontend/js/loaderimg.js	C:/download_web/Frodo/frodo.gq/frontend/js/loaderimg.js	(from http://frodo.gq/)
22:41:45	2843/2843	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b1b-5a485d7e0e8c0%22	http://frodo.gq/frontend/js/script.js	C:/download_web/Frodo/frodo.gq/frontend/js/script.js	(from http://frodo.gq/)
22:41:45	236/236	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2003:41:45%20GMT	http://frodo.gq/frontend/fonts/fontawesome-webfont.eot?v=4.2.0	C:/download_web/Frodo/frodo.gq/frontend/fonts/fontawesome-webfont78ce.eot	(from http://frodo.gq/frontend/css/fontawesome.min.css)
22:41:45	236/236	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2003:41:45%20GMT	http://frodo.gq/frontend/fonts/fontawesome-webfont.eot?	C:/download_web/Frodo/frodo.gq/frontend/fonts/fontawesome-webfontd41d.eot	(from http://frodo.gq/frontend/css/fontawesome.min.css)
22:41:46	237/237	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2003:41:46%20GMT	http://frodo.gq/frontend/fonts/fontawesome-webfont.woff?v=4.2.0	C:/download_web/Frodo/frodo.gq/frontend/fonts/fontawesome-webfont78ce.woff	(from http://frodo.gq/frontend/css/fontawesome.min.css)
22:41:46	236/236	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2003:41:46%20GMT	http://frodo.gq/frontend/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/download_web/Frodo/frodo.gq/frontend/fonts/fontawesome-webfont78ce.ttf	(from http://frodo.gq/frontend/css/fontawesome.min.css)
22:41:47	236/236	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2003:41:47%20GMT	http://frodo.gq/frontend/fonts/fontawesome-webfont.svg?v=4.2.0	C:/download_web/Frodo/frodo.gq/frontend/fonts/fontawesome-webfont78ce.svg	(from http://frodo.gq/frontend/css/fontawesome.min.css)
22:41:47	221/221	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd-57274df14ac00%22	http://frodo.gq/frontend/img/layout/loading.svg	C:/download_web/Frodo/frodo.gq/frontend/img/layout/loading.svg	(from http://frodo.gq/frontend/css/main.min.css)
22:41:48	20972/20972	---M--	200	added ('OK')	image/png	etag:%2251ec-57274def62780%22	http://frodo.gq/frontend/img/layout/clouds-gray-left.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-gray-left.png	(from http://frodo.gq/frontend/css/main.min.css)
22:41:48	21071/21071	---M--	200	added ('OK')	image/png	etag:%22524f-57274df14ac00%22	http://frodo.gq/frontend/img/layout/clouds-gray-right.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-gray-right.png	(from http://frodo.gq/frontend/css/main.min.css)
22:41:49	20144/20144	---M--	200	added ('OK')	image/png	etag:%224eb0-57274df14ac00%22	http://frodo.gq/frontend/img/layout/clouds-light-left.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-light-left.png	(from http://frodo.gq/frontend/css/main.min.css)
22:41:51	20227/20227	---M--	200	added ('OK')	image/png	etag:%224f03-57274df14ac00%22	http://frodo.gq/frontend/img/layout/clouds-light-right.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-light-right.png	(from http://frodo.gq/frontend/css/main.min.css)
22:41:59	65624/65624	---M--	200	added ('OK')	image/png	etag:%2210058-57274def62780%22	http://frodo.gq/frontend/img/layout/clouds-gray-left@2x.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-gray-left@2x.png	(from http://frodo.gq/frontend/css/main.min.css)
22:42:03	77175/77175	---M--	200	added ('OK')	image/png	etag:%2212d77-57274df14ac00%22	http://frodo.gq/frontend/img/layout/clouds-light-left@2x.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-light-left@2x.png	(from http://frodo.gq/frontend/css/main.min.css)
22:42:03	80252/80252	---M--	200	added ('OK')	image/png	etag:%221397c-57274df14ac00%22	http://frodo.gq/frontend/img/layout/clouds-gray-right@2x.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-gray-right@2x.png	(from http://frodo.gq/frontend/css/main.min.css)
22:42:03	222/222	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2003:42:03%20GMT	http://frodo.gq/frontend/img/browser.png	C:/download_web/Frodo/frodo.gq/frontend/img/browser.png	(from http://frodo.gq/frontend/css/effect2.css)
22:42:03	77196/77196	---M--	200	added ('OK')	image/png	etag:%2212d8c-57274df14ac00%22	http://frodo.gq/frontend/img/layout/clouds-light-right@2x.png	C:/download_web/Frodo/frodo.gq/frontend/img/layout/clouds-light-right@2x.png	(from http://frodo.gq/frontend/css/main.min.css)
22:42:12	251397/251397	---M--	200	added ('OK')	image/png	etag:%223d605-586fab2026280%22	http://frodo.gq/frontend/img/clouds.png	C:/download_web/Frodo/frodo.gq/frontend/img/clouds.png	(from http://frodo.gq/frontend/css/effect2.css)
